2026-06-05 03:35:02.860957 — Send failed tourandtasting@jacuzziwines.com: Connection unexpectedly closed
2026-06-05 03:36:32.071334 — Send failed guestservices@avalonbeverlyhills.com: please run connect() first
2026-06-05 03:37:40.809230 — Send failed business@acehotel.com: please run connect() first
2026-06-05 03:38:30.157643 — Send failed reservations.palmsprings@thesaguaro.com: please run connect() first
2026-06-05 03:39:40.907964 — Send failed admissions@psmuseum.org: please run connect() first
2026-06-05 03:40:48.658417 — Send failed fancybox_sprite@2x.png: please run connect() first
2026-06-05 03:41:42.162334 — Send failed reception.thewillows@sohohouse.com: please run connect() first
2026-06-05 03:42:52.413879 — Send failed reservations@montereyplazahotel.com: please run connect() first
2026-06-05 03:44:19.727901 — Send failed ccortez@theclubatpasadera.com: please run connect() first
2026-06-05 03:45:33.941034 — Send failed info@eventsbyclassic.com: please run connect() first
2026-06-05 03:46:54.031987 — Send failed info@eventsbyclassic.com: please run connect() first
2026-06-05 03:48:02.419502 — Send failed Events@CoastalRootsHospitality.com: please run connect() first
2026-06-05 03:49:05.851526 — Send failed pubinfo@parks.ca.gov: please run connect() first
2026-06-05 03:50:32.530314 — Send failed cvrreservations@carmelvalleyranch.com: please run connect() first
2026-06-05 03:51:43.241138 — Send failed spa@bernarduslodge.com: please run connect() first
2026-06-05 03:53:01.787588 — Send failed wines@holmanranch.com: please run connect() first
2026-06-05 03:53:47.523226 — Send failed lodgedesk@quaillodge.com: please run connect() first
2026-06-05 03:54:49.323478 — Send failed ehess@folktalegroup.com: please run connect() first
2026-06-05 03:55:45.845343 — Send failed info@laubergecarmel.com: please run connect() first
2026-06-05 03:56:54.347708 — Send failed guestservices@calamigos.com: please run connect() first
2026-06-05 03:57:59.189267 — Send failed info@maliburockyoaks.com: please run connect() first
2026-06-05 03:58:59.175689 — Send failed info@thesunsetrestaurant.com: please run connect() first
2026-06-05 03:59:57.898262 — Send failed events@dukesmalibu.com: please run connect() first
2026-06-05 04:01:01.485352 — Send failed Brittni@malibuwines.com: please run connect() first
2026-06-05 04:01:48.789448 — Send failed events@malibuwestbc.com: please run connect() first
2026-06-05 04:03:09.497740 — Send failed meritage@callawaywinery.com: please run connect() first
2026-06-05 04:04:11.119346 — Send failed info@europavillage.com: please run connect() first
2026-06-05 04:05:36.102966 — Send failed info@wienscellars.com: please run connect() first
2026-06-05 04:06:32.936222 — Send failed info@mountpalomar.com: please run connect() first
2026-06-05 04:07:47.990641 — Send failed info@wilsoncreekwinery.com: please run connect() first
2026-06-05 04:08:51.378173 — Send failed frontdesk@vizcayasacramento.com: please run connect() first
2026-06-05 04:09:39.439938 — Send failed info@scribnerbend.com: please run connect() first
2026-06-05 04:10:40.234414 — Send failed comments@firehouseoldsac.com: please run connect() first
2026-06-05 04:12:08.550867 — Send failed vramos@cathedralsacramento.org: please run connect() first
2026-06-05 04:13:30.016856 — Send failed info@sacramentovalleyconservancy.org: please run connect() first
2026-06-05 04:14:56.630683 — Send failed events@castlegreen.com: please run connect() first
2026-06-05 04:16:01.521026 — Send failed info@brooksidegc.com: please run connect() first
2026-06-05 04:17:30.592413 — Send failed maxwellhousepasadena@gmail.com: please run connect() first
2026-06-05 04:18:33.247977 — Send failed 91103info@pasadenahistory.org: please run connect() first
2026-06-05 04:19:53.938750 — Send failed ender-vatan-vzu-c-xp-buta-unsplash@2x-scaled.webp: please run connect() first
2026-06-05 04:20:48.220144 — Send failed reservations@pelicanhill.com: please run connect() first
2026-06-05 04:22:13.299525 — Send failed hi@odys.global: please run connect() first
2026-06-05 04:22:59.134221 — Send failed NPBAKFrontOffice@marriott.com: please run connect() first
2026-06-05 04:24:16.258405 — Send failed jstapleton@newportbeachca.gov: please run connect() first
2026-06-05 04:25:44.993628 — Send failed info@newportdunes.com: please run connect() first
2026-06-05 04:26:48.017042 — Send failed northstarcalifornia@vailresorts.com: please run connect() first
2026-06-05 04:28:01.307491 — Send failed Info@vailresorts.com: please run connect() first
2026-06-05 04:28:48.251479 — Send failed lindsay@tahoeblueestate.com: please run connect() first
2026-06-05 04:29:34.574839 — Send failed frontdesk@basecamptahoesouth.com: please run connect() first
2026-06-05 04:30:38.867706 — Send failed reservations@ventanabigsur.com: please run connect() first
2026-06-05 04:31:42.007826 — Send failed reservations@postranchinn.com: please run connect() first
2026-06-05 04:32:44.807417 — Send failed Weddings@LomaVistaGardens.com: please run connect() first
2026-06-05 04:34:04.164266 — Send failed hmlib@henrymiller.org: please run connect() first
2026-06-05 04:35:29.334145 — Send failed frontdesk@glenoaksbigsur.com: please run connect() first
2026-06-05 04:36:40.602547 — Send failed info@bigsurriverinn.com: please run connect() first
2026-06-05 04:37:36.339168 — Send failed pubinfo@parks.ca.gov: please run connect() first
2026-06-05 04:38:37.385329 — Send failed pubinfo@parks.ca.gov: please run connect() first
2026-06-05 04:39:29.170691 — Send failed events@pasatiempo.com: please run connect() first
2026-06-05 04:40:14.275064 — Send failed reservations@dreaminnsc.com: please run connect() first
2026-06-05 04:41:43.328306 — Send failed visitseymour@ucsc.edu: please run connect() first
2026-06-05 04:42:51.460181 — Send failed customerservice@bargetto.com: please run connect() first
2026-06-05 04:43:39.887729 — Send failed events@kennolyn.com: please run connect() first
2026-06-05 04:44:30.316993 — Send failed info@santacruzmah.org: please run connect() first
2026-06-05 04:45:18.318856 — Send failed info@palmeventcenter.com: please run connect() first
2026-06-05 04:46:42.806784 — Send failed Ann.Ogden@wentevineyards.com: please run connect() first
2026-06-05 04:47:31.223249 — Send failed concierge@concannonvineyards.com: please run connect() first
2026-06-05 04:48:42.584908 — Send failed garre@garrewinery.com: please run connect() first
2026-06-05 04:49:30.541259 — Send failed info@mcgrailvineyards.com: please run connect() first
2026-06-05 04:50:56.437050 — Send failed reservations@retzlaffwinery.com: please run connect() first
2026-06-05 04:51:53.721258 — Send failed info@larpd.org: please run connect() first
